paper_id,method_id,method_structure,lineage,dataset,dataset_version,config_label,outcome,outcome_std,batch_size,learning_rate,training_steps,hidden_dim,num_layers,discount,planning_horizon,context_length,denoising_steps,guidance_scale,num_candidates,num_q_networks,model_rollout_length,expectile_tau,n_seeds,sampler,checkpoint_selection,critic_layernorm,policy_extraction,base_learner,discretization,source,value_type,notes
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium,v2,td3_RAT,81.9,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium,v2,td3_RAT,86.9,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: walker2d-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-replay,v2,td3_RAT,49.4,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: halfcheetah-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-replay,v2,td3_RAT,101.0,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: hopper-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-replay,v2,td3_RAT,94.9,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: walker2d-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-expert,v2,td3_RAT,95.5,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: halfcheetah-medium-expert-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-expert,v2,td3_RAT,97.4,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: hopper-medium-expert-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-expert,v2,td3_RAT,110.2,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,td3,missing,arXiv:2305.20081 Table 2 [EDP + TD3] dataset as printed: walker2d-medium-expert-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'TD3+BC EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium,v2,td3_OMS,52.8,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: halfcheetah-medium-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium,v2,td3_OMS,98.6,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium,v2,td3_OMS,89.6,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: walker2d-medium-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-replay,v2,td3_OMS,50.4,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: halfcheetah-medium-replay-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-replay,v2,td3_OMS,102.7,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: hopper-medium-replay-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-replay,v2,td3_OMS,97.7,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: walker2d-medium-replay-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-expert,v2,td3_OMS,97.1,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: halfcheetah-medium-expert-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-expert,v2,td3_OMS,112.0,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: hopper-medium-expert-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-expert,v2,td3_OMS,112.0,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,td3,missing,arXiv:2305.20081 Table 5 [EDP + TD3] dataset as printed: walker2d-medium-expert-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + TD3 Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium,v2,crr_RAT,49.2,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: halfcheetah-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium,v2,crr_RAT,78.7,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium,v2,crr_RAT,82.5,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: walker2d-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-replay,v2,crr_RAT,43.5,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: halfcheetah-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-replay,v2,crr_RAT,99.0,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: hopper-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-replay,v2,crr_RAT,63.3,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: walker2d-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-expert,v2,crr_RAT,85.6,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: halfcheetah-medium-expert-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-expert,v2,crr_RAT,92.9,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: hopper-medium-expert-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-expert,v2,crr_RAT,110.1,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,last,missing,missing,crr,missing,arXiv:2305.20081 Table 2 [EDP + CRR] dataset as printed: walker2d-medium-expert-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'CRR EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium,v2,crr_OMS,50.2,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: halfcheetah-medium-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium,v2,crr_OMS,95.0,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium,v2,crr_OMS,85.8,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: walker2d-medium-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-replay,v2,crr_OMS,47.8,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: halfcheetah-medium-replay-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-replay,v2,crr_OMS,101.7,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: hopper-medium-replay-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-replay,v2,crr_OMS,89.8,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: walker2d-medium-replay-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-expert,v2,crr_OMS,93.5,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: halfcheetah-medium-expert-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-expert,v2,crr_OMS,109.4,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: hopper-medium-expert-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium-expert,v2,crr_OMS,112.3,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,missing,not_applicable,not_applicable,5,dpm_solver,best_online,missing,missing,crr,missing,arXiv:2305.20081 Table 5 [EDP + CRR] dataset as printed: walker2d-medium-expert-v2,reported_mean_over_seeds,"Table 5 columns: EDP + TD3 (Average, Best), EDP + CRR (Average, Best), EDP + IQL (Average, Best); this value is 'EDP + CRR Best' = OMS (online model selection, best checkpoint over training). No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium,v2,iql_RAT,48.1,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,2,not_applicable,0.7,5,dpm_solver,last,missing,missing,iql,missing,arXiv:2305.20081 Table 2 [EDP + IQL] dataset as printed: halfcheetah-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'IQL EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium,v2,iql_RAT,63.1,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,2,not_applicable,0.7,5,dpm_solver,last,missing,missing,iql,missing,arXiv:2305.20081 Table 2 [EDP + IQL] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'IQL EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,walker2d-medium,v2,iql_RAT,85.4,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,2,not_applicable,0.7,5,dpm_solver,last,missing,missing,iql,missing,arXiv:2305.20081 Table 2 [EDP + IQL] dataset as printed: walker2d-medium-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'IQL EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,halfcheetah-medium-replay,v2,iql_RAT,43.8,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,2,not_applicable,0.7,5,dpm_solver,last,missing,missing,iql,missing,arXiv:2305.20081 Table 2 [EDP + IQL] dataset as printed: halfcheetah-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'IQL EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
2305.20081,EDP,"[""formulate@policy"", ""generalize@policy"", ""sample@action"", ""train@policy""]",diffusion_policy,hopper-medium-replay,v2,iql_RAT,99.1,,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,15,not_applicable,10,2,not_applicable,0.7,5,dpm_solver,last,missing,missing,iql,missing,arXiv:2305.20081 Table 2 [EDP + IQL] dataset as printed: hopper-medium-replay-v2,reported_mean_over_seeds,"12 numeric columns: Dataset             BC     10%BC    DT     AWAC OneStep CQL | TD3+BC FF, TD3+BC EDP, CRR FF, CRR EDP, IQL FF, IQL EDP; this value is the 'IQL EDP' column. RAT metric (running average over ten consecutive checkpoints, last value). Same values appear in Table 5 'Average' column. No std reported."
